time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-02T09:48:50.600Z,18.8827,-64.5856,6,2.4,Md,3,327.6,0.57492178,0.11,pr,pr16154011,2016-06-02T13:01:19.418Z,"51km N of Road Town, British Virgin Islands",earthquake,8.4,7.5,0,3,reviewed,pr,pr
2016-06-02T09:36:47.400Z,19.2831,-67.2425,14,3.3,Md,15,273.6,0.82016185,0.21,pr,pr16154002,2016-06-02T10:13:56.012Z,"88km N of San Antonio, Puerto Rico",earthquake,2.8,5.6,0,13,reviewed,pr,pr
2016-06-02T09:33:37.000Z,63.5227,-147.4386,6.1,1,ml,,,,0.53,ak,ak13624987,2016-06-07T01:27:23.482Z,"76km ENE of Cantwell, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-02T09:33:34.000Z,52.5089,-169.8396,36.9,2.2,ml,,,,0.29,ak,ak13634672,2016-06-07T01:28:26.632Z,"59km ESE of Yunaska Island, Alaska",earthquake,3.5,0.9,,,reviewed,ak,ak
2016-06-02T09:32:24.720Z,34.7173333,-116.0366667,5.04,1.58,ml,19,70,0.1006,0.14,ci,ci37369421,2016-06-09T17:46:25.336Z,"11km E of Ludlow, CA",earthquake,0.22,0.62,0.169,20,reviewed,ci,ci
2016-06-02T09:31:37.000Z,62.3126,-142.5503,6.9,1.6,ml,,,,0.81,ak,ak13624985,2016-06-09T19:38:44.742Z,"116km S of Tok, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-02T09:25:01.000Z,62.3134,-142.5843,2.3,1.6,ml,,,,0.65,ak,ak13624983,2016-06-09T19:38:43.980Z,"115km S of Tok, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T09:23:52.120Z,34.717,-116.0331667,2.77,3.31,ml,29,40,0.1032,0.14,ci,ci37367055,2016-06-02T13:26:35.110Z,"12km E of Ludlow, CA",earthquake,0.16,0.35,0.219,192,reviewed,ci,ci
2016-06-02T09:20:23.900Z,19.3316,-67.2188,38,2.6,Md,4,334.8,0.86507762,0.25,pr,pr16154009,2016-06-02T12:48:52.846Z,"93km N of San Antonio, Puerto Rico",earthquake,3.6,15.7,0,4,reviewed,pr,pr
2016-06-02T09:17:25.000Z,59.927,-153.5441,123.5,2.1,ml,,,,0.46,ak,ak13624982,2016-06-07T01:28:06.811Z,"76km SW of Redoubt Volcano, Alaska",earthquake,0.5,0.3,,,reviewed,ak,ak
2016-06-02T09:15:47.700Z,19.2777,-67.2677,12,2.8,Md,5,316.8,0.81836522,0.14,pr,pr16154007,2016-06-02T12:36:03.238Z,"88km NNW of San Antonio, Puerto Rico",earthquake,6.3,9,0,5,reviewed,pr,pr
2016-06-02T09:09:06.900Z,19.2607,-67.2393,44,3.3,Md,13,273.6,0.79770397,0.33,pr,pr16154001,2016-06-02T09:45:45.370Z,"86km N of San Antonio, Puerto Rico",earthquake,2.1,8.1,0,12,reviewed,pr,pr
2016-06-02T09:08:59.000Z,62.3206,-150.4911,9.8,1.8,ml,,,,0.72,ak,ak13624979,2016-06-07T01:27:34.986Z,"19km W of Talkeetna, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-06-02T09:05:51.000Z,61.4029,-151.5764,72.2,1.4,ml,,,,0.35,ak,ak13624978,2016-06-07T01:28:05.929Z,"80km N of Nikiski, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-06-02T08:57:39.000Z,59.4539,-138.426,2.6,2.1,ml,,,,0.62,ak,ak13624976,2016-06-09T19:38:38.367Z,"74km E of Yakutat, Alaska",earthquake,0.4,0.2,,,reviewed,ak,ak
2016-06-02T08:57:00.790Z,34.7161667,-116.0346667,3.94,1.55,ml,22,70,0.1017,0.13,ci,ci37367023,2016-06-09T17:02:30.544Z,"12km E of Ludlow, CA",earthquake,0.22,0.78,0.134,19,reviewed,ci,ci
2016-06-02T08:38:18.500Z,17.676,-67.0664,17,2.1,Md,3,345.6,0.29195247,0.14,pr,pr16154006,2016-06-02T12:23:14.689Z,"33km S of La Parguera, Puerto Rico",earthquake,4.3,1,0,3,reviewed,pr,pr
2016-06-02T08:35:24.020Z,38.8441658,-122.8259964,1.54,1.05,md,20,79,0.00927,0.02,nc,nc72644626,2016-06-02T08:51:04.522Z,"9km WNW of Cobb, California",earthquake,0.21,0.35,0.15,6,automatic,nc,nc
2016-06-02T08:33:58.200Z,34.7143333,-116.0338333,2.91,1.61,ml,16,70,0.1018,0.19,ci,ci37369405,2016-06-09T17:10:21.267Z,"12km E of Ludlow, CA",earthquake,0.29,0.57,0.136,18,reviewed,ci,ci
2016-06-02T08:33:37.490Z,34.7115,-116.0406667,5.16,1.59,ml,22,40,0.09559,0.19,ci,ci37369453,2016-06-09T19:12:02.393Z,"11km E of Ludlow, CA",earthquake,0.28,0.75,0.133,27,reviewed,ci,ci
2016-06-02T08:19:10.600Z,18.1187,-64.9899,22,1.9,Md,4,223.2,0.23356197,0.1,pr,pr16154004,2016-06-02T12:13:33.382Z,"25km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.3,5.8,0,4,reviewed,pr,pr
2016-06-02T08:13:38.690Z,36.0016667,-120.5606667,1.97,1.13,md,39,81,0.02098,0.05,nc,nc72644621,2016-06-04T00:21:03.719Z,"23km SW of Coalinga, California",earthquake,0.13,0.29,0.277,19,reviewed,nc,nc
2016-06-02T08:11:31.310Z,37.2325,-97.8775,5.77,2.54,ml,18,100,0.02161,0.03,ismpkansas,ismpkansas70188873,2016-06-06T21:58:46.770Z,"14km ESE of Harper, Kansas",earthquake,0.15,0.36,0.16,19,reviewed,ismp,ismp
2016-06-02T07:59:32.070Z,40.6361,-119.4938,5.4,1.8,ml,9,116.07,0.074,0.1332,nn,nn00546340,2016-06-02T11:11:12.969Z,"11km WNW of Gerlach-Empire, Nevada",earthquake,,2,0.43,6,reviewed,nn,nn
2016-06-02T07:56:20.960Z,19.434,-155.3201667,6.404,3.12,ml,53,42,0.03029,0.08,hv,hv61282546,2016-06-02T17:36:39.596Z,"8km W of Volcano, Hawaii",earthquake,0.25,0.43,0.224,25,reviewed,hv,hv
2016-06-02T07:36:08.800Z,19.3519,-67.1835,38,3.3,Md,12,273.6,1.00162154,0.38,pr,pr16154003,2016-06-02T12:05:19.068Z,"95km N of Isabela, Puerto Rico",earthquake,2.7,16.6,0,8,reviewed,pr,pr
2016-06-02T07:30:52.210Z,34.7166667,-116.0325,2.77,1.59,ml,15,54,0.1036,0.19,ci,ci37367007,2016-06-02T13:37:53.055Z,"12km E of Ludlow, CA",earthquake,0.33,0.6,0.137,24,reviewed,ci,ci
2016-06-02T07:29:30.482Z,41.8552,-119.6412,9.2,1.2,ml,5,223.88,0.152,0.1685,nn,nn00546358,2016-06-02T11:26:52.025Z,"69km ESE of Lakeview, Oregon",earthquake,,4.7,0.15,3,reviewed,nn,nn
2016-06-02T07:29:03.380Z,34.7163333,-116.0356667,3.07,2.05,ml,27,40,0.101,0.17,ci,ci37366999,2016-06-02T15:23:22.936Z,"11km E of Ludlow, CA",earthquake,0.2,0.82,0.121,50,reviewed,ci,ci
2016-06-02T06:59:58.290Z,17.725,-105.8541,31,4.4,mb,,199,4.784,0.84,us,us20005zwi,2016-06-02T07:18:36.898Z,"205km SW of San Patricio, Mexico",earthquake,11.2,5.7,0.067,64,reviewed,us,us
2016-06-02T06:54:14.000Z,61.3153,-147.2711,16.3,2.7,ml,,,,0.62,ak,ak13624624,2016-06-07T01:28:56.727Z,"53km WNW of Valdez, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-06-02T06:40:48.000Z,59.9842,-139.4478,0,1.6,ml,,,,0.41,ak,ak13624623,2016-06-07T01:28:55.060Z,"51km NNE of Yakutat, Alaska",earthquake,0.4,,,,reviewed,ak,ak
2016-06-02T06:35:42.610Z,34.7141667,-116.0366667,2.96,2.3,ml,27,39,0.09954,0.17,ci,ci37366839,2016-06-02T14:57:32.130Z,"11km E of Ludlow, CA",earthquake,0.2,0.43,0.154,82,reviewed,ci,ci
2016-06-02T06:25:26.920Z,38.8215,-122.7623333,2.15,1.05,md,36,54,0.01074,0.06,nc,nc72644596,2016-06-02T23:09:37.668Z,"3km W of Cobb, California",earthquake,0.13,0.18,0.087,6,reviewed,nc,nc
2016-06-02T06:09:58.000Z,63.2981,-151.0976,7.4,1,ml,,,,0.63,ak,ak13624621,2016-06-07T01:27:37.695Z,"107km W of Cantwell, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T06:01:24.000Z,61.9387,-148.824,8.7,1,ml,,,,0.7,ak,ak13624620,2016-06-07T01:27:25.615Z,"15km N of Sutton-Alpine, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-02T05:53:25.990Z,34.7138333,-116.033,4.7,1.57,ml,15,72,0.1023,0.11,ci,ci37141012,2016-06-02T21:42:23.077Z,"12km E of Ludlow, CA",earthquake,0.22,0.62,0.186,19,reviewed,ci,ci
2016-06-02T05:52:54.910Z,34.0023333,-116.318,9.26,1.06,ml,36,55,0.08962,0.12,ci,ci37366719,2016-06-02T21:38:57.880Z,"15km S of Joshua Tree, CA",earthquake,0.2,0.44,0.186,15,reviewed,ci,ci
2016-06-02T05:47:18.490Z,34.713,-116.0351667,3.02,2.51,ml,27,39,0.1004,0.15,ci,ci37366711,2016-06-02T14:45:19.194Z,"11km E of Ludlow, CA",earthquake,0.18,0.35,0.153,97,reviewed,ci,ci
2016-06-02T05:45:22.210Z,36.0466667,-120.6101667,2.94,2.54,md,91,30,0.02483,0.09,nc,nc72644576,2016-06-03T02:57:03.575Z,"24km WSW of Coalinga, California",earthquake,0.12,0.21,0.197,76,reviewed,nc,nc
2016-06-02T05:33:06.000Z,55.4642,-158.3936,39,2.3,ml,,,,0.49,ak,ak13634661,2016-06-07T01:28:25.651Z,"91km SSE of Chignik Lake, Alaska",earthquake,1.9,3.4,,,reviewed,ak,ak
2016-06-02T05:32:30.370Z,38.8276667,-122.8046667,2.08,1.77,md,56,46,0.006003,0.05,nc,nc72644556,2016-06-03T00:10:02.905Z,"6km NW of The Geysers, California",earthquake,0.11,0.16,0.3,23,reviewed,nc,nc
2016-06-02T05:32:21.760Z,34.7186667,-116.0386667,4.85,1.57,ml,18,58,0.0995,0.16,ci,ci37369109,2016-06-02T16:54:50.591Z,"11km E of Ludlow, CA",earthquake,0.26,0.76,0.172,26,reviewed,ci,ci
2016-06-02T05:31:16.490Z,34.7155,-116.0335,2.78,1.96,ml,25,52,0.1024,0.14,ci,ci37366695,2016-06-02T16:47:57.777Z,"12km E of Ludlow, CA",earthquake,0.19,0.49,0.134,57,reviewed,ci,ci
2016-06-02T05:29:50.030Z,20.1855,-156.4435,5.213,2.46,ml,36,159,0.5987,0.15,hv,hv61282436,2016-06-02T20:30:14.690Z,"58km S of Keokea, Hawaii",earthquake,1.06,1.36,0.228,5,reviewed,hv,hv
2016-06-02T05:27:13.000Z,62.8985,-150.8913,97.1,1.2,ml,,,,0.38,ak,ak13634660,2016-06-07T01:28:24.997Z,"75km NNW of Talkeetna, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-06-02T05:17:52.550Z,37.3681667,-110.5733333,3.13,1.93,ml,8,106,0.5844,0.07,uu,uu60149802,2016-06-02T19:30:54.610Z,"76km NNW of Kayenta, Arizona",earthquake,0.69,1.73,0.155,3,reviewed,uu,uu
2016-06-02T05:11:03.250Z,34.7165,-116.0356667,4.94,1.52,ml,17,52,0.1011,0.12,ci,ci37369445,2016-06-09T18:55:56.011Z,"11km E of Ludlow, CA",earthquake,0.19,0.61,0.145,23,reviewed,ci,ci
2016-06-02T04:33:00.000Z,61.1786,-149.5576,25.7,1.4,ml,,,,0.54,ak,ak13624617,2016-06-07T01:27:24.553Z,"18km ESE of Anchorage, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-06-02T04:29:25.920Z,33.1458333,-115.6365,8.53,1.3,ml,23,78,0.03608,0.22,ci,ci37366375,2016-06-02T15:18:32.954Z,"12km W of Calipatria, CA",earthquake,0.31,0.64,0.152,9,reviewed,ci,ci
2016-06-02T04:26:36.360Z,38.8138351,-122.822998,2.04,1.03,md,20,72,0.006922,0.03,nc,nc72644501,2016-06-02T05:11:03.298Z,"7km NW of The Geysers, California",earthquake,0.25,0.4,0.16,5,automatic,nc,nc
2016-06-02T04:11:30.000Z,62.5818,-149.4344,64.2,1.1,ml,,,,0.47,ak,ak13634655,2016-06-09T19:38:37.300Z,"45km NE of Talkeetna, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T04:05:56.000Z,62.4626,-151.017,79.5,2.5,ml,,,,0.49,ak,ak13624611,2016-06-07T01:28:49.004Z,"49km WNW of Talkeetna, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-06-02T04:02:17.370Z,37.653,-119.0203333,-1.16,1.22,md,17,72,0.008213,0.04,nc,nc72644476,2016-06-02T17:40:02.753Z,"4km W of Mammoth Lakes, California",earthquake,0.15,0.16,0.308,11,reviewed,nc,nc
2016-06-02T03:48:21.700Z,38.8246651,-122.7973328,1.91,1,md,15,55,0.01003,0.03,nc,nc72644471,2016-06-02T04:36:02.230Z,"6km W of Cobb, California",earthquake,0.24,0.71,0.15,3,automatic,nc,nc
2016-06-02T03:46:45.790Z,34.2041667,-117.5186667,10.52,1.05,ml,43,40,0.01547,0.16,ci,ci37366359,2016-06-02T15:14:13.287Z,"6km SSW of Lytle Creek, CA",earthquake,0.21,0.28,0.143,20,reviewed,ci,ci
2016-06-02T03:30:27.709Z,41.8748,-119.6266,9.9,1.3,ml,5,221.01,0.148,0.116,nn,nn00546357,2016-06-02T11:23:44.917Z,"69km ESE of Lakeview, Oregon",earthquake,,3.9,0.39,4,reviewed,nn,nn
2016-06-02T03:28:07.470Z,38.9548333,-122.2393333,1.63,1.26,md,6,108,0.176,0.03,nc,nc72644451,2016-06-08T23:21:02.065Z,"17km WSW of Arbuckle, California",earthquake,0.59,2.19,0.255,9,reviewed,nc,nc
2016-06-02T03:18:08.000Z,62.2469,-152.355,116.5,1.2,ml,,,,0.28,ak,ak13634653,2016-06-07T01:28:21.998Z,"116km W of Talkeetna, Alaska",earthquake,0.6,0.4,,,reviewed,ak,ak
2016-06-02T03:00:08.000Z,59.6155,-153.1078,102.7,1.7,ml,,,,0.43,ak,ak13634652,2016-06-07T01:28:21.248Z,"74km WSW of Anchor Point, Alaska",earthquake,0.5,0.3,,,reviewed,ak,ak
2016-06-02T02:53:13.000Z,59.8573,-151.5237,59.4,1.1,ml,,,,0.48,ak,ak13624609,2016-06-07T01:28:54.233Z,"18km NW of Fritz Creek, Alaska",earthquake,0.5,0.4,,,reviewed,ak,ak
2016-06-02T02:49:12.074Z,41.8833,-119.6277,8.5,1.1,ml,5,219.59,0.143,0.1943,nn,nn00546325,2016-06-02T10:00:30.698Z,"68km ESE of Lakeview, Oregon",earthquake,,4,0.35,2,reviewed,nn,nn
2016-06-02T02:43:10.710Z,18.0227,-105.8365,37.72,4.7,mb,,174,4.654,1.12,us,us20005zv5,2016-06-02T03:09:16.101Z,"178km SW of San Patricio, Mexico",earthquake,8.8,7.8,0.031,307,reviewed,us,us
2016-06-02T02:35:35.000Z,62.8163,-150.849,90.4,2.4,ml,,,,0.45,ak,ak13624601,2016-06-07T01:27:39.812Z,"66km NW of Talkeetna, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-02T02:27:25.190Z,19.4053333,-155.2795,1.28,1.77,ml,18,51,0.006798,0.08,hv,hv61282256,2016-06-02T20:16:30.870Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.24,0.11,2,reviewed,hv,hv
2016-06-02T02:24:59.740Z,19.4075,-155.6073333,12.282,1.34,md,31,75,0.0197,0.13,hv,hv61282251,2016-06-02T19:17:07.050Z,"26km NNW of Pahala, Hawaii",earthquake,0.55,0.83,0.07,14,reviewed,hv,hv
2016-06-02T02:24:51.700Z,41.8729,-119.6298,9.4,1.3,ml,5,221.24,0.147,0.1185,nn,nn00546322,2016-06-02T11:20:37.323Z,"68km ESE of Lakeview, Oregon",earthquake,,4.8,0.4,4,reviewed,nn,nn
2016-06-02T02:23:06.080Z,18.0242,-105.8544,10,5.8,mww,,101,4.669,1.06,us,us20005zv0,2016-06-02T20:50:37.647Z,"179km SW of San Patricio, Mexico",earthquake,6,1.9,,,reviewed,us,us
2016-06-02T02:15:49.000Z,51.4636,-178.0476,44.3,2.4,ml,,,,0.3,ak,ak13624596,2016-06-07T01:28:57.055Z,"47km S of Tanaga Volcano, Alaska",earthquake,1,0.9,,,reviewed,ak,ak
2016-06-02T01:57:42.000Z,63.2491,-150.7444,124.2,1.3,ml,,,,0.45,ak,ak13624256,2016-06-07T01:27:26.481Z,"91km W of Cantwell, Alaska",earthquake,0.4,0.5,,,reviewed,ak,ak
2016-06-02T01:39:25.000Z,61.7776,-151.9212,85.7,1.4,ml,,,,0.43,ak,ak13634647,2016-06-07T01:28:20.340Z,"99km W of Willow, Alaska",earthquake,0.4,0.3,,,reviewed,ak,ak
2016-06-02T01:28:54.770Z,36.3682,-97.718,6.17,3.1,mb_lg,,59,0.236,0.2,us,us20005zuw,2016-06-02T01:39:45.101Z,"14km ESE of Enid, Oklahoma",earthquake,1.4,4.2,0.058,77,reviewed,us,us
2016-06-02T01:28:12.600Z,18.8435,-64.5541,3,2.9,Md,7,302.4,0.54976895,0.18,pr,pr16154000,2016-06-02T03:51:34.710Z,"47km N of Road Town, British Virgin Islands",earthquake,2.2,2.3,0,6,reviewed,pr,pr
2016-06-02T01:22:08.000Z,55.3876,-158.4509,29,2.7,ml,,,,0.52,ak,ak13634645,2016-06-07T01:29:37.686Z,"97km NE of Chernabura Island, Alaska",earthquake,1.6,3.3,,,reviewed,ak,ak
2016-06-02T01:11:02.910Z,36.1263333,-89.7326667,5.57,2.56,md,51,40,0.02562,0.15,nm,nm60119242,2016-06-02T12:51:08.813Z,"9km ENE of Steele, Missouri",earthquake,0.21,0.47,0.086,29,reviewed,nm,nm
2016-06-02T01:06:02.040Z,37.3126667,-113.8155,1.28,1.04,md,7,86,0.1525,0.1,uu,uu60149792,2016-06-02T19:19:34.930Z,"20km NW of Ivins, Utah",earthquake,0.4,7.78,0.274,6,reviewed,uu,uu
2016-06-02T01:02:43.260Z,36.8228333,-121.5475,4.63,1.42,md,25,52,0.03545,0.07,nc,nc72644366,2016-06-02T19:23:46.207Z,"2km SSW of San Juan Bautista, California",earthquake,0.22,0.35,0.242,23,reviewed,nc,nc
2016-06-02T00:30:17.410Z,36.2684,-97.5772,4.14,2.8,mb_lg,,33,0.166,0.18,us,us20005zur,2016-06-02T00:45:43.064Z,"26km W of Perry, Oklahoma",earthquake,1.1,7.6,0.1,26,reviewed,us,us
2016-06-02T00:25:11.000Z,59.7224,-153.4426,127.3,1.7,ml,,,,0.49,ak,ak13623927,2016-06-07T01:27:38.830Z,"82km E of Old Iliamna, Alaska",earthquake,0.6,0.3,,,reviewed,ak,ak
2016-06-02T00:14:18.000Z,63.6601,-149.7128,86.9,1.6,ml,,,,0.53,ak,ak13623912,2016-06-02T00:35:12.021Z,"42km WSW of Healy, Alaska",earthquake,0.8,1.1,,,automatic,ak,ak
2016-06-02T00:11:38.000Z,61.6072,-151.2845,12,1.4,ml,,,,0.94,ak,ak13623910,2016-06-09T19:38:43.107Z,"67km WSW of Willow, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-06-02T00:01:27.510Z,-16.8453,-70.4508,9.26,4.9,mwr,,92,1.186,0.92,us,us20005zue,2016-06-19T03:51:10.422Z,"36km NNW of Pujocucho, Peru",earthquake,5.4,3.1,0.058,29,reviewed,us,us
2016-06-01T23:23:39.000Z,61.5191,-146.5217,21.4,1.3,ml,,,,0.79,ak,ak13623586,2016-06-09T19:16:42.546Z,"44km NNW of Valdez, Alaska",earthquake,0.3,0.6,,,reviewed,ak,ak
2016-06-01T23:21:11.470Z,35.0408333,-117.6721667,0.26,1.56,ml,14,112,0.108,0.13,ci,ci37366191,2016-06-01T23:40:41.066Z,"5km NNW of Boron, CA",quarry blast,0.44,31.61,0.076,21,reviewed,ci,ci
2016-06-01T23:05:20.000Z,60.1627,-152.7628,115.1,3.5,ml,,,,0.66,ak,ak13623545,2016-06-09T19:18:00.769Z,"35km S of Redoubt Volcano, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-01T23:00:47.000Z,59.715,-153.1788,104.7,2.1,ml,,,,0.49,ak,ak13623541,2016-06-09T19:16:45.067Z,"76km W of Anchor Point, Alaska",earthquake,0.4,0.5,,,reviewed,ak,ak
2016-06-01T22:59:38.000Z,55.3631,-160.9378,79.2,2.1,ml,7,154.799987616001,,0.47,ak,ak13637730,2016-06-09T19:18:19.031Z,"28km W of Sand Point, Alaska",earthquake,2,1.2,,,reviewed,ak,ak
2016-06-01T22:57:28.000Z,61.2692,-147.7098,0,1.3,ml,6,187.199985024001,,0.84,ak,ak13623540,2016-06-09T19:17:40.871Z,"74km WNW of Valdez, Alaska",earthquake,0.6,,,,reviewed,ak,ak
2016-06-01T22:56:00.890Z,-2.0898,100.6676,50.54,6.6,mww,,16,2.428,0.9,us,us20005zt1,2016-06-19T05:28:17.334Z,"79km W of Sungaipenuh, Indonesia",earthquake,6.6,3.5,,,reviewed,us,us
2016-06-01T22:47:45.400Z,47.4655,-120.6601667,-1.04,1.42,ml,8,158,0.2111,0.14,uw,uw61147197,2016-06-02T17:32:34.360Z,"14km S of Leavenworth, Washington",explosion,0.74,31.61,0.154,8,reviewed,uw,uw
2016-06-01T22:34:35.750Z,35.6464,140.3338,63.13,4.3,mb,,151,0.594,0.92,us,us200062k3,2016-06-19T00:45:55.178Z,"1km ESE of Yachimata, Japan",earthquake,6.9,6.9,0.142,14,reviewed,us,us
2016-06-01T22:34:19.910Z,36.3739,3.4242,10,4,mb,,88,3.744,0.88,us,us20005zsw,2016-06-19T00:25:29.743Z,"24km WNW of Ain Bessem, Algeria",earthquake,4.3,1.9,0.126,17,reviewed,us,us
2016-06-01T22:34:09.200Z,18.106,-64.9773,17,2.5,Md,5,226.8,0.24434176,0.33,pr,pr16153022,2016-06-19T00:18:33.811Z,"26km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.1,5.7,0,5,reviewed,pr,pr
2016-06-01T22:29:58.300Z,18.103,-64.9917,12,2.7,Md,10,219.6,0.24883333,0.47,pr,pr16153020,2016-06-19T00:02:29.148Z,"27km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.4,2.9,0,9,reviewed,pr,pr
2016-06-01T22:29:02.670Z,35.6718,-97.3898,6.28,2.2,mb_lg,,34,0.099,0.24,us,us20005zsl,2016-06-17T22:32:04.059Z,"8km ENE of Edmond, Oklahoma",earthquake,2.6,5.7,0.132,15,reviewed,us,us
2016-06-01T22:28:19.911Z,38.6909,-119.5303,6.6,1.5,ml,11,107.52,0.371,0.1694,nn,nn00546286,2016-06-01T23:43:25.573Z,"19km WSW of Smith Valley, Nevada",earthquake,,3.6,0.35,5,reviewed,nn,nn
2016-06-01T22:25:26.400Z,18.1882,-65.0094,32,1.6,Md,4,201.6,0.26679964,0.4,pr,pr16153021,2016-06-01T22:52:05.609Z,"18km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.6,4.5,0,2,reviewed,pr,pr
2016-06-01T22:24:47.200Z,18.1238,-64.9903,25,2.4,Md,4,219.6,0.2290704,0.18,pr,pr16153019,2016-06-01T22:44:59.512Z,"24km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.2,7.9,0,1,reviewed,pr,pr
2016-06-01T22:17:50.100Z,18.093,-64.9975,10,2.3,Md,8,115.2,0.26051143,0.25,pr,pr16153018,2016-06-01T22:30:32.784Z,"28km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.7,1.6,0,7,reviewed,pr,pr
2016-06-01T22:12:43.800Z,36.3032,-97.6862,5.814,2.7,ml,,36,,0.2,us,us20005zsg,2016-06-17T22:31:54.301Z,"19km E of Waukomis, Oklahoma",earthquake,1.1,3.6,,,reviewed,tul,tul
2016-06-01T21:55:10.000Z,65.3838,-144.7873,0.8,1.5,ml,12,179.999985600001,,0.6,ak,ak13623098,2016-06-09T19:17:38.911Z,"10km SSW of Circle Hot Springs Station, Alaska",earthquake,0.7,0.5,,,reviewed,ak,ak
2016-06-01T21:50:15.070Z,8.6645,58.5976,10,4.1,mb,,205,5.934,0.91,us,us200062k2,2016-06-17T22:25:07.058Z,"Carlsberg Ridge",earthquake,12.7,1.9,0.158,11,reviewed,us,us
2016-06-01T21:47:56.030Z,-30.1057,-72.2256,10,4.1,mwr,,143,0.762,0.79,us,us20005zs9,2016-06-18T04:40:06.748Z,"86km WSW of Coquimbo, Chile",earthquake,4.6,1.7,0.047,43,reviewed,us,us
2016-06-01T21:46:31.330Z,39.0373333,-123.3653333,-0.48,1.45,md,10,64,0.1371,0.05,nc,nc72644276,2016-06-02T01:34:02.821Z,"3km N of Boonville, California",earthquake,0.25,1.08,0.192,9,reviewed,nc,nc
2016-06-01T21:44:57.000Z,61.5188,-140.6685,8.9,1.2,ml,15,93.5999925120006,,0.55,ak,ak13623091,2016-06-09T19:18:17.153Z,"188km NNE of Cape Yakataga, Alaska",earthquake,0.5,0.5,,,reviewed,ak,ak
2016-06-01T21:44:29.310Z,39.0398333,-123.3663333,3.35,1.21,md,9,65,0.1362,0.04,nc,nc72644271,2016-06-02T01:04:02.767Z,"3km N of Boonville, California",earthquake,0.32,3,0.203,7,reviewed,nc,nc
2016-06-01T21:39:49.000Z,60.1632,-141.3252,0,1.4,ml,8,158.399987328001,,0.59,ak,ak13623088,2016-06-09T19:18:23.117Z,"62km E of Cape Yakataga, Alaska",earthquake,0.4,,,,reviewed,ak,ak
2016-06-01T21:36:55.000Z,53.9122,-164.2518,40.6,2.3,ml,10,241.199980704002,,0.72,ak,ak13637724,2016-06-09T19:18:17.890Z,"102km ESE of Akutan, Alaska",earthquake,2.7,4,,,reviewed,ak,ak
2016-06-01T21:34:56.980Z,39.0383333,-123.3671667,2.99,2.46,md,35,57,0.1223,0.08,nc,nc72644266,2016-06-02T19:23:43.207Z,"3km N of Boonville, California",earthquake,0.14,0.77,0.233,38,reviewed,nc,nc
2016-06-01T21:33:57.987Z,41.8766,-119.6241,9.6,1.7,ml,5,220.77,0.148,0.1796,nn,nn00546284,2016-06-01T22:23:29.303Z,"69km ESE of Lakeview, Oregon",earthquake,,4.4,0.28,5,reviewed,nn,nn
2016-06-01T21:31:25.100Z,33.8568333,-117.5063333,2.62,1.34,ml,26,83,0.06442,0.12,ci,ci37366071,2016-06-01T22:55:47.339Z,"3km SSE of Home Gardens, CA",quarry blast,0.25,0.39,0.271,19,reviewed,ci,ci
2016-06-01T21:31:00.980Z,-13.5072,-75.0698,78.88,5.1,mb,,120,2.296,0.93,us,us20005zrz,2016-06-01T22:11:55.000Z,"82km S of Huancavelica, Peru",earthquake,3.1,7.2,0.03,373,reviewed,us,us
2016-06-01T21:28:36.350Z,49.3458333,-120.486,-0.53,1.81,ml,6,198,0.5694,0.29,uw,uw60126108,2016-06-01T22:41:32.740Z,"12km S of Princeton, Canada",explosion,3.16,31.61,0.085,7,reviewed,uw,uw
2016-06-01T21:22:28.260Z,33.3946667,-116.356,3.07,1.12,ml,37,99,0.06839,0.16,ci,ci37366063,2016-06-01T22:52:24.540Z,"16km N of Borrego Springs, CA",earthquake,0.24,0.54,0.138,22,reviewed,ci,ci
