time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-02T21:35:51.080Z,34.711,-116.0343333,3.36,2.11,ml,26,51,0.1004,0.12,ci,ci37367807,2016-06-02T21:55:16.450Z,"12km E of Ludlow, CA",earthquake,0.16,0.79,0.129,25,reviewed,ci,ci
2016-06-02T21:35:00.710Z,37.1216667,-119.7948333,20.1,1.96,md,10,205,0.08016,0.07,nc,nc72644876,2016-06-04T04:01:03.258Z,"7km SSW of Yosemite Lakes, California",earthquake,0.5,0.25,0.2,13,reviewed,nc,nc
2016-06-02T21:29:16.290Z,40.5358333,-121.6373333,4.18,1.78,md,14,63,0.04875,0.14,nc,nc72644871,2016-06-03T00:35:04.239Z,"21km ENE of Shingletown, California",earthquake,0.41,0.78,0.272,16,reviewed,nc,nc
2016-06-02T21:27:22.580Z,-19.9444,-177.4128,402.82,4.1,mb,,75,4.819,1.1,us,us200062sk,2016-06-13T22:00:33.936Z,"155km ENE of Ndoi Island, Fiji",earthquake,11.8,9.4,0.097,29,reviewed,us,us
2016-06-02T21:24:51.720Z,35.53,-84.434,16.56,1.68,md,9,67,0.1074,0.07,se,se60119307,2016-06-03T13:53:58.990Z,"6km W of Madisonville, Tennessee",earthquake,0.43,1.26,0.118,6,reviewed,se,se
2016-06-02T21:21:57.000Z,63.1938,-149.7975,93.2,1,ml,,,,0.43,ak,ak13634719,2016-06-07T01:28:48.839Z,"47km WSW of Cantwell, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-06-02T21:18:07.040Z,-17.9694,65.4337,10,4.7,mb,,44,9.677,0.78,us,us2000606y,2016-06-11T23:48:02.547Z,"284km NE of Port Mathurin, Mauritius",earthquake,9,1.8,0.057,93,reviewed,us,us
2016-06-02T21:16:44.350Z,38.7738333,-122.7535,0.75,1.04,md,40,68,0.01007,0.09,nc,nc72644856,2016-06-03T22:40:04.428Z,"0km SSE of The Geysers, California",earthquake,0.15,0.22,0.207,9,reviewed,nc,nc
2016-06-02T21:16:27.430Z,37.3246667,-122.1033333,-0.29,1.37,md,16,108,0.01264,0.07,nc,nc72644861,2016-06-02T23:11:38.002Z,"11km E of Quarry near Portola Valley, CA",quarry blast,0.18,31.61,0.144,16,reviewed,nc,nc
2016-06-02T21:11:09.460Z,38.8180008,-122.762001,1.71,1.15,md,15,48,0.0139,0.02,nc,nc72644851,2016-06-02T23:04:02.561Z,"3km W of Cobb, California",earthquake,0.23,0.49,0.13,5,automatic,nc,nc
2016-06-02T21:10:30.050Z,47.3586667,-117.8493333,-0.46,2,ml,10,134,0.5275,0.44,uw,uw61162846,2016-06-03T14:58:35.090Z,"25km SW of Cheney, Washington",explosion,1.32,31.61,0.136,10,reviewed,uw,uw
2016-06-02T21:08:28.000Z,60.0958,-151.7968,61.6,1,ml,,,,0.19,ak,ak13634718,2016-06-07T01:28:47.596Z,"35km N of Anchor Point, Alaska",earthquake,0.8,0.3,,,reviewed,ak,ak
2016-06-02T20:32:07.520Z,34.7133333,-116.0341667,4.64,1.83,ml,16,65,0.1012,0.14,ci,ci37367743,2016-06-02T21:17:21.194Z,"12km E of Ludlow, CA",earthquake,0.26,0.75,0.152,32,reviewed,ci,ci
2016-06-02T20:22:42.000Z,63.5507,-147.3501,6.6,1.4,ml,,,,0.69,ak,ak13626838,2016-06-07T01:29:01.047Z,"81km ENE of Cantwell, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T20:08:28.000Z,63.4924,-147.2875,6.2,1.4,ml,,,,0.57,ak,ak13626478,2016-06-09T19:38:40.553Z,"83km E of Cantwell, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T20:04:49.540Z,43.3848333,-124.1998333,-0.45,2.08,ml,6,286,0.6332,0.13,uw,uw61162821,2016-06-02T22:26:07.620Z,"2km NE of Coos Bay, Oregon",explosion,1.85,31.61,0.078,7,reviewed,uw,uw
2016-06-02T19:17:09.210Z,40.54,71.5417,27.05,4.3,mb,,65,0.733,0.9,us,us2000604p,2016-06-21T13:51:33.098Z,"13km NNE of Hamza, Uzbekistan",earthquake,6.1,5.2,0.094,32,reviewed,us,us
2016-06-02T19:16:49.000Z,51.76,-178.5866,26.6,2,ml,,,,0.66,ak,ak13626476,2016-06-07T01:28:15.905Z,"33km WSW of Tanaga Volcano, Alaska",earthquake,2,0.7,,,reviewed,ak,ak
2016-06-02T19:15:20.730Z,33.1198333,-117.1481667,-0.58,1.02,ml,16,126,0.07592,0.26,ci,ci37367663,2016-06-02T20:47:36.943Z,"3km SSE of San Marcos, CA",quarry blast,0.63,31.61,0.182,15,reviewed,ci,ci
2016-06-02T19:06:51.930Z,34.9958333,-118.1918333,-0.82,1.05,ml,10,73,0.1206,0.11,ci,ci37367655,2016-06-02T21:23:13.740Z,"6km SSW of Mojave, CA",quarry blast,0.32,31.61,0.134,10,reviewed,ci,ci
2016-06-02T19:06:41.080Z,35.2111667,-120.5605,-0.38,1.53,md,27,51,0.08336,0.16,nc,nc72644801,2016-06-03T21:51:22.313Z,"20km S of Quarry near Atascadero, CA",quarry blast,0.31,31.61,0.374,22,reviewed,nc,nc
2016-06-02T19:01:49.610Z,45.9676667,-112.4548333,-2,1.33,ml,9,81,0.146,0.07,mb,mb80150799,2016-06-02T21:02:23.770Z,"7km ESE of Butte, Montana",quarry blast,0.57,31.61,0.162,3,reviewed,mb,mb
2016-06-02T18:43:48.790Z,34.7136667,-116.0301667,3.05,1.48,ml,12,75,0.1045,0.11,ci,ci37367591,2016-06-02T20:38:43.013Z,"12km E of Ludlow, CA",earthquake,0.21,1.08,0.118,16,reviewed,ci,ci
2016-06-02T18:22:34.620Z,38.8091667,-122.74,2.13,1.44,md,47,50,0.01045,0.07,nc,nc72644786,2016-06-03T23:39:04.615Z,"2km SW of Cobb, California",earthquake,0.16,0.23,0.132,17,reviewed,nc,nc
2016-06-02T18:20:37.220Z,20.6065,120.5345,10,4.5,mb,,112,2.258,1.03,us,us2000603u,2016-06-21T13:33:31.761Z,"137km W of Itbayat, Philippines",earthquake,7.8,1.9,0.077,49,reviewed,us,us
2016-06-02T18:05:53.120Z,47.1551667,-121.9533333,-0.79,1.35,ml,9,121,0.04088,0.24,uw,uw61162786,2016-06-03T16:21:24.870Z,"5km E of Buckley, Washington",explosion,0.7,31.61,0.249,8,reviewed,uw,uw
2016-06-02T18:04:20.000Z,59.6388,-148.8404,25,2.4,ml,,,,0.73,ak,ak13626113,2016-06-09T19:40:04.556Z,"61km SSE of Seward, Alaska",earthquake,0.5,0.8,,,reviewed,ak,ak
2016-06-02T18:03:21.300Z,36.4166,-98.1423,6.894,3.2,ml,,64,,0.57,us,us2000603h,2016-06-20T22:41:23.451Z,"18km SE of Helena, Oklahoma",earthquake,1.1,6.8,,,reviewed,tul,tul
2016-06-02T18:02:25.430Z,-9.1655,117.9669,107.03,4.4,mb,,60,3.833,1.33,us,us2000603p,2016-06-20T23:27:17.850Z,"41km S of Boal Atas, Indonesia",earthquake,6.8,6.6,0.08,45,reviewed,us,us
2016-06-02T18:00:54.100Z,35.0526667,-118.3515,-1.01,1.34,ml,17,44,0.06246,0.12,ci,ci37367535,2016-06-02T20:36:39.629Z,"12km SE of Tehachapi, CA",quarry blast,0.28,31.61,0.123,21,reviewed,ci,ci
2016-06-02T17:45:54.550Z,43.4321667,-110.7195,8.12,1.12,ml,9,179,0.04,0.29,mb,mb80150764,2016-06-02T18:18:24.670Z,"6km SSE of Jackson, Wyoming",earthquake,1.98,1.32,0.135,6,reviewed,mb,mb
2016-06-02T17:41:36.330Z,37.8526667,-122.2385,6.23,1.05,md,26,66,0.02252,0.04,nc,nc72644776,2016-06-02T23:10:07.830Z,"3km SE of Berkeley, California",earthquake,0.46,0.17,0.238,17,reviewed,nc,nc
2016-06-02T17:37:32.000Z,59.6183,-153.1012,111.1,3.2,ml,,,,0.54,ak,ak13626101,2016-06-21T18:35:15.382Z,"73km WSW of Anchor Point, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-02T17:31:20.040Z,34.7143333,-116.034,5.04,1.62,ml,18,53,0.1017,0.12,ci,ci37367503,2016-06-02T18:16:37.644Z,"12km E of Ludlow, CA",earthquake,0.19,0.59,0.169,28,reviewed,ci,ci
2016-06-02T17:10:05.930Z,34.7106667,-116.0343333,4.04,1.95,ml,15,71,0.1004,0.11,ci,ci37367479,2016-06-02T19:11:23.751Z,"12km E of Ludlow, CA",earthquake,0.21,0.66,0.118,40,reviewed,ci,ci
2016-06-02T17:07:03.660Z,22.3885,143.656,123.75,4.6,mb,,46,4.873,0.71,us,us2000602s,2016-06-20T22:38:34.900Z,"241km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,6.1,5.8,0.039,196,reviewed,us,us
2016-06-02T17:01:53.000Z,60.0243,-152.7686,95.3,1.5,ml,,,,0.4,ak,ak13626093,2016-06-07T01:28:14.400Z,"51km S of Redoubt Volcano, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-06-02T17:00:56.000Z,61.5319,-140.7145,16.1,1.5,ml,,,,0.41,ak,ak13626091,2016-06-09T19:38:42.356Z,"188km NNE of Cape Yakataga, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-06-02T16:28:46.000Z,51.1625,-178.3445,19.4,2.9,ml,,,,0.47,ak,ak13626088,2016-06-07T01:29:26.373Z,"54km ESE of Amatignak Island, Alaska",earthquake,2.2,1.1,,,reviewed,ak,ak
2016-06-02T16:28:12.000Z,59.8855,-151.5385,68.4,1.4,ml,,,,0.45,ak,ak13626089,2016-06-07T01:28:13.607Z,"20km NE of Anchor Point, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T16:28:03.260Z,34.714,-116.035,4.54,1.28,ml,12,66,0.1008,0.07,ci,ci37367439,2016-06-02T21:02:53.194Z,"12km E of Ludlow, CA",earthquake,0.19,0.57,0.143,10,reviewed,ci,ci
2016-06-02T16:20:56.500Z,36.6505,-97.708,7.334,2.7,ml,,47,,0.59,us,us20006013,2016-06-03T16:18:53.040Z,"17km S of Medford, Oklahoma",earthquake,1.3,4.1,,,reviewed,tul,tul
2016-06-02T16:09:28.000Z,62.6298,-151.7939,102.7,1.2,ml,,,,0.53,ak,ak13634707,2016-06-07T01:28:46.443Z,"93km WNW of Talkeetna, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-06-02T16:03:33.000Z,55.3937,-158.5254,37.9,2.5,ml,,,,0.8,ak,ak13634706,2016-06-07T01:30:18.514Z,"94km NE of Chernabura Island, Alaska",earthquake,1.6,2,,,reviewed,ak,ak
2016-06-02T15:56:33.000Z,51.9285,178.3634,122.8,3.3,ml,,,,0.32,ak,ak13626086,2016-06-09T19:39:44.416Z,"9km WSW of Little Sitkin Island, Alaska",earthquake,8.3,2.3,,,reviewed,ak,ak
2016-06-02T15:50:36.650Z,34.7125,-116.0331667,4.17,1.75,ml,20,51,0.1018,0.2,ci,ci37367431,2016-06-02T19:03:31.743Z,"12km E of Ludlow, CA",earthquake,0.26,0.88,0.173,24,reviewed,ci,ci
2016-06-02T15:49:55.230Z,33.0071667,-116.336,7.29,1.12,ml,39,87,0.1359,0.2,ci,ci37367423,2016-06-02T18:58:40.685Z,"24km SW of Ocotillo Wells, CA",earthquake,0.23,0.8,0.16,23,reviewed,ci,ci
2016-06-02T15:48:06.000Z,60.0993,-153.0248,109.7,1.4,ml,,,,0.36,ak,ak13634704,2016-06-07T01:28:41.863Z,"45km SSW of Redoubt Volcano, Alaska",earthquake,0.6,0.3,,,reviewed,ak,ak
2016-06-02T15:47:04.250Z,34.7151667,-116.0336667,4.32,1.8,ml,19,52,0.1022,0.12,ci,ci37369413,2016-06-09T17:22:28.313Z,"12km E of Ludlow, CA",earthquake,0.18,0.69,0.185,12,reviewed,ci,ci
2016-06-02T15:39:23.000Z,64.6919,-149.125,16.9,1,ml,,,,0.66,ak,ak13626082,2016-06-09T19:38:41.486Z,"12km N of North Nenana, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-06-02T15:38:48.900Z,19.2922,-67.3584,55,3,Md,4,316.8,0.90999338,0.07,pr,pr16154021,2016-06-02T19:57:41.548Z,"92km NNW of San Antonio, Puerto Rico",earthquake,1.8,4.3,0,3,reviewed,pr,pr
2016-06-02T15:35:10.640Z,19.3788338,-155.2291718,3.1,1.76,md,24,114,0.012,0.18,hv,hv61282941,2016-06-02T15:38:28.020Z,"5km S of Volcano, Hawaii",earthquake,0.34,0.28,0.13,14,automatic,hv,hv
2016-06-02T15:24:45.930Z,44.8123333,-111.0011667,8.69,1.05,ml,9,175,0.05312,0.1,uu,uu60149817,2016-06-03T18:37:01.420Z,"18km NNE of West Yellowstone, Montana",earthquake,0.56,0.77,0.228,3,reviewed,uu,uu
2016-06-02T15:19:35.740Z,-32.8271,179.4842,346.72,4.8,mb,,59,4.204,0.82,us,us2000600d,2016-06-03T16:07:41.375Z,"217km SW of L'Esperance Rock, New Zealand",earthquake,7.9,6.3,0.054,106,reviewed,us,us
2016-06-02T15:01:25.340Z,-0.2544,124.0475,91.78,4.9,mb,,33,1.496,1.12,us,us20006002,2016-06-03T14:40:57.684Z,"71km S of Molibagu, Indonesia",earthquake,7.6,6.8,0.048,134,reviewed,us,us
2016-06-02T14:58:16.000Z,53.4916,-163.1689,25,3.6,ml,,,,0.42,ak,ak13625721,2016-06-09T19:39:57.099Z,"152km S of False Pass, Alaska",earthquake,0.8,1.1,,,reviewed,ak,ak
2016-06-02T14:56:05.000Z,59.4417,-153.0308,79.3,1.3,ml,,,,0.35,ak,ak13634700,2016-06-07T01:28:41.068Z,"77km WSW of Anchor Point, Alaska",earthquake,0.3,0.1,,,reviewed,ak,ak
2016-06-02T14:54:29.830Z,34.7146667,-116.0336667,4.77,1.48,ml,13,73,0.102,0.11,ci,ci37367375,2016-06-02T20:24:40.998Z,"12km E of Ludlow, CA",earthquake,0.27,0.64,0.146,19,reviewed,ci,ci
2016-06-02T14:48:23.720Z,34.2511667,-117.005,7.13,1.76,ml,83,37,0.07066,0.14,ci,ci37367359,2016-06-02T18:00:13.420Z,"9km W of Big Bear Lake, CA",earthquake,0.11,0.36,0.164,70,reviewed,ci,ci
2016-06-02T14:45:37.000Z,60.2026,-153.2499,140.3,2.7,ml,,,,0.58,ak,ak13625713,2016-06-07T01:28:42.928Z,"42km SW of Redoubt Volcano, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-06-02T14:29:28.000Z,60.9062,-151.8459,88.2,1.9,ml,,,,0.62,ak,ak13625710,2016-06-07T01:27:30.259Z,"38km NW of Nikiski, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-02T14:28:34.160Z,38.7955017,-122.7994995,3.21,1.05,md,13,75,0.007689,0.02,nc,nc72644731,2016-06-02T15:41:03.482Z,"4km WNW of The Geysers, California",earthquake,0.33,0.6,0.06,3,automatic,nc,nc
2016-06-02T14:23:52.500Z,18.8745,-64.4844,32,2.4,Md,3,331.2,0.60456619,0.15,pr,pr16154019,2016-06-02T17:22:18.027Z,"52km NNE of Road Town, British Virgin Islands",earthquake,4.3,10.6,0,2,reviewed,pr,pr
2016-06-02T14:17:15.931Z,40.1257,-121.0745,13,1,ml,9,177.74,0.166,0.1829,nn,nn00546385,2016-06-02T17:43:38.360Z,"10km W of Greenville, California",earthquake,,2.2,0.03,3,reviewed,nn,nn
2016-06-02T14:06:27.000Z,63.0835,-150.617,115.8,1.8,ml,,,,0.39,ak,ak13625706,2016-06-07T01:27:18.697Z,"88km NNW of Talkeetna, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-02T14:01:31.140Z,33.0385,-116.4156667,8.17,1.38,ml,46,40,0.1462,0.17,ci,ci37367319,2016-06-02T17:27:21.030Z,"18km ESE of Julian, CA",earthquake,0.16,0.79,0.145,34,reviewed,ci,ci
2016-06-02T13:59:27.030Z,36.0825,-117.855,2.03,1.04,ml,17,107,0.07993,0.11,ci,ci37367327,2016-06-02T15:30:43.149Z,"9km ENE of Coso Junction, CA",earthquake,0.21,0.25,0.17,11,reviewed,ci,ci
2016-06-02T13:55:48.000Z,62.2845,-151.4482,85.5,1.2,ml,,,,0.41,ak,ak13634696,2016-06-07T01:28:39.776Z,"69km W of Talkeetna, Alaska",earthquake,0.5,0.8,,,reviewed,ak,ak
2016-06-02T13:55:05.050Z,36.0676667,-120.2131667,15.19,1.51,md,44,185,0.1314,0.09,nc,nc72644721,2016-06-04T02:14:02.006Z,"10km NW of Avenal, California",earthquake,0.48,1.03,0.2,27,reviewed,nc,nc
2016-06-02T13:54:11.160Z,36.0613333,-120.2213333,14.31,1.5,md,43,191,0.1265,0.08,nc,nc72644716,2016-06-04T04:36:03.347Z,"10km NW of Avenal, California",earthquake,0.56,0.97,0.198,28,reviewed,nc,nc
2016-06-02T13:54:06.160Z,34.2011667,-118.328,6.38,1.22,ml,28,43,0.03603,0.13,ci,ci37367311,2016-06-02T17:18:44.171Z,"3km NW of Burbank, CA",earthquake,0.21,0.38,0.161,18,reviewed,ci,ci
2016-06-02T13:45:32.000Z,60.3525,-152.3065,97.8,1.3,ml,,,,0.59,ak,ak13634695,2016-06-07T01:28:37.711Z,"28km ESE of Redoubt Volcano, Alaska",earthquake,0.7,0.4,,,reviewed,ak,ak
2016-06-02T13:40:46.000Z,55.3896,-158.3745,16.1,2.4,ml,,,,0.38,ak,ak13634694,2016-06-09T19:39:50.302Z,"99km SSE of Chignik Lake, Alaska",earthquake,1,4.4,,,reviewed,ak,ak
2016-06-02T13:37:05.000Z,60.1795,-153.0088,106.6,1.8,ml,,,,0.63,ak,ak13625704,2016-06-07T01:27:21.643Z,"37km SSW of Redoubt Volcano, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T13:33:25.000Z,61.9928,-150.5444,10.2,1.2,ml,,,,0.49,ak,ak13625702,2016-06-07T01:27:20.637Z,"38km NW of Willow, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-02T13:29:20.800Z,17.8936,-65.3404,20,1.8,Md,4,244.8,0.28476595,0.07,pr,pr16154018,2016-06-02T17:21:02.811Z,"26km SSE of Esperanza, Puerto Rico",earthquake,0.9,9.4,0,3,reviewed,pr,pr
2016-06-02T13:26:44.200Z,19.1921,-67.2632,59,3.1,Md,8,298.8,0.7348219,0.51,pr,pr16154020,2016-06-02T17:23:36.497Z,"79km NNW of San Antonio, Puerto Rico",earthquake,3.4,8,0,8,reviewed,pr,pr
2016-06-02T13:17:32.000Z,54.841,-159.9401,27.9,2.2,ml,,,,0.53,ak,ak13634689,2016-06-07T01:28:35.365Z,"25km WNW of Chernabura Island, Alaska",earthquake,1.9,3.4,,,reviewed,ak,ak
2016-06-02T13:02:39.800Z,19.3073,-67.1885,28,2.8,Md,4,334.8,0.83812816,0.15,pr,pr16154017,2016-06-02T13:48:24.717Z,"90km N of Isabela, Puerto Rico",earthquake,2,10.5,0,3,reviewed,pr,pr
2016-06-02T12:59:46.300Z,18.8866,-64.5532,8,2.1,Md,4,327.6,0.58839651,0.18,pr,pr16154016,2016-06-02T13:49:20.338Z,"52km N of Road Town, British Virgin Islands",earthquake,10.1,7.2,0,4,reviewed,pr,pr
2016-06-02T12:57:03.540Z,37.3456667,-121.7516667,-0.47,1.12,md,16,90,0.03043,0.14,nc,nc72644711,2016-06-04T00:44:02.768Z,"7km ESE of Alum Rock, California",earthquake,0.25,0.71,0.174,15,reviewed,nc,nc
2016-06-02T12:54:51.010Z,39.7421667,-111.2383333,9.56,1.24,ml,11,102,0.3338,0.15,uu,uu60149812,2016-06-02T19:46:20.200Z,"21km NE of Fairview, Utah",earthquake,0.61,2.61,0.103,3,reviewed,uu,uu
2016-06-02T12:48:28.000Z,56.0901,-157.6507,39.8,2,ml,,,,0.46,ak,ak13634688,2016-06-07T01:28:34.523Z,"71km ESE of Chignik Lake, Alaska",earthquake,1.7,2,,,reviewed,ak,ak
2016-06-02T12:46:06.870Z,36.34,-120.9031667,4.92,1.53,md,35,75,0.1487,0.12,nc,nc72644706,2016-06-04T02:55:03.102Z,"24km NE of King City, California",earthquake,0.32,2.89,0.191,25,reviewed,nc,nc
2016-06-02T12:45:27.000Z,54.9274,-161.9912,86.4,1.9,ml,,,,0.35,ak,ak13634687,2016-06-07T01:28:33.807Z,"54km ESE of Cold Bay, Alaska",earthquake,11.8,2.5,,,reviewed,ak,ak
2016-06-02T12:39:03.000Z,62.9175,-151.2392,107.4,1,ml,,,,0.31,ak,ak13634686,2016-06-07T01:28:33.003Z,"87km NW of Talkeetna, Alaska",earthquake,1.3,1.5,,,reviewed,ak,ak
2016-06-02T12:31:59.000Z,63.9875,-148.7941,108.9,1.1,ml,,,,0.69,ak,ak13634685,2016-06-07T01:28:32.359Z,"16km NNE of Healy, Alaska",earthquake,0.5,0.9,,,reviewed,ak,ak
2016-06-02T12:30:13.530Z,34.716,-116.0328333,4.54,1.32,ml,16,70,0.1031,0.12,ci,ci37367255,2016-06-02T16:22:14.984Z,"12km E of Ludlow, CA",earthquake,0.2,0.62,0.177,18,reviewed,ci,ci
2016-06-02T12:28:07.190Z,32.8605,-116.175,7.34,1.37,ml,38,67,0.09477,0.19,ci,ci37367247,2016-06-02T15:50:59.176Z,"22km NW of Ocotillo, CA",earthquake,0.21,0.73,0.173,29,reviewed,ci,ci
2016-06-02T12:27:21.000Z,19.1445,-67.2853,73,3.2,Md,9,288,0.69260108,0.6,pr,pr16154015,2016-06-02T13:40:00.464Z,"74km NNW of San Antonio, Puerto Rico",earthquake,4.3,7.6,0,8,reviewed,pr,pr
2016-06-02T12:19:43.300Z,19.3668,-67.313,13,2.9,Md,6,320.4,0.91448496,0.23,pr,pr16154014,2016-06-02T13:35:06.255Z,"99km NNW of San Antonio, Puerto Rico",earthquake,9.6,13.7,0,6,reviewed,pr,pr
2016-06-02T12:19:18.000Z,58.8835,-152.2571,61.3,1.4,ml,,,,0.48,ak,ak13634684,2016-06-09T19:38:33.945Z,"93km SSW of Homer, Alaska",earthquake,0.5,0.7,,,reviewed,ak,ak
2016-06-02T12:16:31.200Z,19.2952,-67.2612,38,3.4,Md,15,219.6,0.83543321,0.33,pr,pr16154010,2016-06-02T12:59:48.548Z,"90km N of San Antonio, Puerto Rico",earthquake,1.9,9.5,0,14,reviewed,pr,pr
2016-06-02T12:15:52.540Z,37.314,-97.8428333,5.82,1.8,ml,14,197,0.06707,0.03,ismpkansas,ismpkansas70188913,2016-06-06T22:00:07.260Z,"16km E of Harper, Kansas",earthquake,0.57,0.44,0.242,19,reviewed,ismp,ismp
2016-06-02T12:10:35.800Z,34.7146667,-116.0358333,3.21,2.49,ml,27,39,0.1004,0.15,ci,ci37367239,2016-06-02T14:39:41.073Z,"11km E of Ludlow, CA",earthquake,0.19,0.8,0.187,101,reviewed,ci,ci
2016-06-02T12:04:14.000Z,59.4346,-152.8023,83.7,1.6,ml,,,,0.4,ak,ak13634683,2016-06-07T01:28:30.935Z,"66km SW of Anchor Point, Alaska",earthquake,0.6,0.2,,,reviewed,ak,ak
2016-06-02T11:57:23.250Z,47.2736667,-123.2503333,4.68,1.25,ml,10,107,0.2831,0.28,uw,uw61147337,2016-06-02T17:38:19.460Z,"13km WNW of Shelton, Washington",earthquake,0.65,20.72,0.184,8,reviewed,uw,uw
2016-06-02T11:56:39.000Z,53.8329,-166.9149,18.5,1.7,ml,,,,0.38,ak,ak13625350,2016-06-07T01:28:09.439Z,"25km WSW of Dutch Harbor, Alaska",earthquake,0.4,0.1,,,reviewed,ak,ak
2016-06-02T11:55:39.000Z,59.8251,-153.0926,102.2,1.4,ml,,,,0.25,ak,ak13634681,2016-06-07T01:28:30.301Z,"71km W of Anchor Point, Alaska",earthquake,0.6,0.5,,,reviewed,ak,ak
2016-06-02T11:51:46.700Z,19.315,-67.2139,24,3.4,Md,14,288,0.84800963,0.18,pr,pr16154008,2016-06-02T12:42:35.434Z,"91km N of San Antonio, Puerto Rico",earthquake,0.8,13.6,0,13,reviewed,pr,pr
2016-06-02T11:50:36.900Z,19.2481,-67.2734,61,3.2,Md,15,280.8,0.88034898,0.28,pr,pr16154005,2016-06-02T12:16:05.957Z,"85km NNW of San Antonio, Puerto Rico",earthquake,2.1,5,0,10,reviewed,pr,pr
2016-06-02T11:26:13.238Z,41.8883,-119.6381,10.9,1.2,ml,5,218.51,0.133,0.1441,nn,nn00546359,2016-06-02T16:28:12.968Z,"67km ESE of Lakeview, Oregon",earthquake,,3.4,0.45,4,reviewed,nn,nn
2016-06-02T11:17:10.520Z,-7.1087,117.2107,484.26,4.6,mb,,56,3.273,0.77,us,us20005zxk,2016-06-02T11:32:24.930Z,"129km NNW of Labuhankananga, Indonesia",earthquake,10.9,8.8,0.077,50,reviewed,us,us
2016-06-02T11:11:22.900Z,34.7178333,-116.0353333,2.98,3.24,ml,37,40,0.1018,0.16,ci,ci37367207,2016-06-02T13:36:47.650Z,"11km E of Ludlow, CA",earthquake,0.16,0.35,0.182,174,reviewed,ci,ci
2016-06-02T11:10:30.060Z,32.7895,-115.4543333,12.81,1.42,ml,19,80,0.01701,0.24,ci,ci37367215,2016-06-02T16:25:13.324Z,"7km WSW of Holtville, CA",earthquake,0.5,0.57,0.157,21,reviewed,ci,ci
2016-06-02T11:02:48.620Z,-23.4983,-177.6847,255.06,5.1,mb,,47,5.727,1.25,us,us20005zxh,2016-06-02T11:17:18.849Z,"South of the Fiji Islands",earthquake,8.3,7,0.077,55,reviewed,us,us
2016-06-02T11:00:36.000Z,55.3645,-158.4049,15,2.3,ml,,,,0.7,ak,ak13634680,2016-06-07T01:28:29.156Z,"97km NE of Chernabura Island, Alaska",earthquake,1.1,1.8,,,reviewed,ak,ak
2016-06-02T10:51:18.000Z,61.1666,-151.9459,83.8,1,ml,,,,0.34,ak,ak13634678,2016-06-07T01:29:05.227Z,"63km NNW of Nikiski, Alaska",earthquake,0.6,0.3,,,reviewed,ak,ak
2016-06-02T10:45:20.500Z,19.3976,-67.3003,32,3,Md,7,320.4,0.94233273,0.28,pr,pr16154013,2016-06-02T13:19:52.887Z,"102km NNW of San Antonio, Puerto Rico",earthquake,2.2,15.5,0,7,reviewed,pr,pr
2016-06-02T10:35:25.800Z,19.3029,-67.18,28,3,Md,4,334.8,0.83363658,0.17,pr,pr16154012,2016-06-02T13:10:48.465Z,"90km N of Isabela, Puerto Rico",earthquake,2.2,11.8,0,3,reviewed,pr,pr
2016-06-02T10:35:10.840Z,34.7133333,-116.0345,4.13,1.62,ml,12,71,0.101,0.18,ci,ci37367183,2016-06-02T13:37:14.684Z,"12km E of Ludlow, CA",earthquake,0.42,1.11,0.158,24,reviewed,ci,ci
2016-06-02T10:05:13.000Z,60.7097,-147.3873,7.1,1.6,ml,,,,0.63,ak,ak13624990,2016-06-07T01:27:32.946Z,"71km E of Whittier, Alaska",earthquake,0.4,0.2,,,reviewed,ak,ak
2016-06-02T10:03:02.260Z,34.7136667,-116.0355,3.05,1.76,ml,16,53,0.1003,0.18,ci,ci37367167,2016-06-02T13:37:32.905Z,"11km E of Ludlow, CA",earthquake,0.29,1.05,0.153,25,reviewed,ci,ci
2016-06-02T10:01:50.000Z,59.7712,-153.1216,109.9,1.6,ml,,,,0.37,ak,ak13634676,2016-06-07T01:28:28.463Z,"72km W of Anchor Point, Alaska",earthquake,0.5,0.8,,,reviewed,ak,ak
2016-06-02T09:52:53.980Z,34.72,-116.0365,5.22,1.39,ml,19,71,0.1016,0.13,ci,ci37369429,2016-06-09T17:56:31.215Z,"11km E of Ludlow, CA",earthquake,0.2,0.56,0.14,24,reviewed,ci,ci
